company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
若博若博教育,6.5,经验不限,大专,python教师,5,5,8,上海
春笛信息科技,16.5,3-5年,本科,python,4,13,20,上海
易路软件,17.5,3-5年,本科,python工程师,1,15,20,上海
今日头条,32.5,3-5年,本科,python开发工程师,1,25,40,上海
若博若博教育,6.5,经验不限,大专,机器人python编程教师,5,5,8,上海
中畅科技,15.5,3-5年,本科,python,6,11,20,上海
担路网,7.5,经验不限,本科,python工程师,3,5,10,上海
ATA,12.5,3-5年,本科,python开发工程师,4,12,13,上海
上海特临,18.0,3-5年,本科,python工程师,5,12,24,上海
软通动力,15.5,经验不限,本科,python自动化测试,3,11,20,上海
百度,37.5,3-5年,本科,python 工程师,6,25,50,上海
上海爱数,20.0,3-5年,本科,高级python后端开发工程师,1,15,25,上海
上海潜智,17.5,3-5年,大专,python开发工程师,3,15,20,上海
零眸,25.0,3-5年,本科,python高级工程师,2,20,30,上海
光际科技,15.0,3-5年,本科,python后端工程师,6,12,18,上海
DaoCloud,21.5,3-5年,本科,python,6,18,25,上海
小码教育,10.5,经验不限,本科,python教学讲师,4,8,13,上海
若博若博教育,6.5,应届生,本科,python+单片机教师,5,5,8,上海
斗象科技,22.5,1-3年,大专,python,4,15,30,上海
维信金科,20.0,3-5年,本科,python开发（自动化测试）,5,15,25,上海
喔噻科技,20.0,经验不限,本科,测试开发 python,3,15,25,上海
贞历,26.5,3-5年,本科,python开发工程师,6,18,35,上海
天玑科技,21.5,3-5年,大专,高级python开发工程师,4,18,25,上海
中软国际,16.5,1-3年,本科,python开发,2,11,22,上海
智火,11.5,3-5年,本科,python,4,9,14,上海
上海天旦,21.0,5年以上,本科,python开发工程师,5,14,28,上海
蚂蚁金服,37.5,3-5年,本科,python,3,30,45,上海
耘智信息科技,27.5,3-5年,本科,django/ python/ backend engineer,4,20,35,上海
风云科技,10.0,1-3年,本科,python开发工程师,6,8,12,上海
altenchina,12.5,1年以内,本科,python开发,2,10,15,上海
天玑科技,20.0,1-3年,本科,python开发工程师,1,15,25,上海
码博科技,16.5,3-5年,本科,上海python,6,13,20,上海
泛微网络,18.0,1-3年,本科,运维开发工程师（python）,2,12,24,上海
数据科技,19.0,1-3年,本科,python数据分析师,3,13,25,上海
智慧芽,20.0,3-5年,本科,交付工程师（python）,6,15,25,上海
互道信息,30.0,3-5年,大专,高级python工程师,4,20,40,上海
璈邦,20.0,3-5年,大专,python开发,5,15,25,上海
盛安德,25.0,5年以上,本科,python开发工程师,2,20,30,上海
软通动力,15.0,1-3年,本科,python开发工程师,5,10,20,上海
钱咖,25.0,5年以上,本科,高级python开发工程师,2,20,30,上海
软通动力,15.5,1-3年,本科,python自动化测试,6,11,20,上海
略晓,19.5,1-3年,本科,后台开发-python,4,13,26,上海
Hileap,16.0,1-3年,本科,python开发工程师,4,12,20,上海
歌斐资产,20.0,3-5年,本科,python,3,15,25,上海
思华科技,22.5,1-3年,本科,python工程师,5,15,30,上海
慧谷,18.5,5年以上,本科,python讲师,4,18,19,上海
博泰(PATEO),15.0,3-5年,本科,python工程师,5,12,18,上海
拼多多,30.0,经验不限,本科,高级python开发工程师,1,20,40,上海
博彦科技,25.0,5年以上,本科,python team leader（法国企业）,1,20,30,上海
众言网络,35.0,5年以上,本科,python架构师,5,30,40,上海
上海久链,12.5,1-3年,本科,区块链量化python工程师,5,10,15,上海
华为成都,26.0,3-5年,本科,上海java_急招java，python，c++工程师,1,22,30,上海
上海看看智能科技公司,12.5,3-5年,本科,python开发工程师,1,10,15,上海
通联数据,27.5,3-5年,本科,python开发工程师sh,5,20,35,上海
智慧芽,22.5,3-5年,本科,python开发工程师,1,20,25,上海
钱咖,21.5,5年以上,本科,python开发工程师,5,18,25,上海
达观数据,22.5,经验不限,本科,python开发工程师,5,15,30,上海
犀语科技,25.0,3-5年,本科,python 开发工程师,5,20,30,上海
上海同梁智能科技,7.0,1-3年,本科,python数据分析,3,6,8,上海
上海展湾信息科技,16.5,3-5年,本科,资深python工程师,5,11,22,上海
上海尼奇广告,8.5,经验不限,学历不限,python开发工程师,6,6,11,上海
晏鼠股份,17.5,1-3年,本科,python算法工程师,2,15,20,上海
天思上海,32.5,3-5年,本科,python后端高级工程师,3,25,40,上海
傲梦网络科技,9.0,经验不限,本科,python课程研发,6,8,10,上海
文思海辉·金融,12.0,3-5年,本科,自动化测试（python）,4,10,14,上海
上海展湾信息科技,25.0,5年以上,本科,python工程师,2,20,30,上海
上海同梁智能科技,7.0,经验不限,大专,python开发（爬虫）/python爬虫,1,6,8,上海
上海敢望投资有限公司,5.0,3-5年,本科,python,6,4,6,上海
婀娜信息,20.0,1-3年,本科,python 开发,2,15,25,上海
百度,12.5,1-3年,本科,python/c++研发工程师（外包）,1,10,15,上海
掘新科技,20.0,3-5年,大专,安全开发工程师-python,5,15,25,上海
喜科,19.0,5年以上,大专,python研发工程师,4,16,22,上海
贯信,24.0,3-5年,大专,python 数据算法架构师,6,18,30,上海
天玑科技,12.0,经验不限,大专,存储系统开发工程师 python,1,9,15,上海
担路网,9.0,经验不限,本科,python后端工程师,5,6,12,上海
天玑科技,13.0,1-3年,本科,python开发工程师,6,10,16,上海
达观数据,25.0,3-5年,本科,高级python开发工程师,6,20,30,上海
天玑科技,18.0,1-3年,大专,python开发工程师,5,12,24,上海
S先生,21.0,1-3年,本科,python后端开发工程师sh,1,14,28,上海
傲梦网络科技,10.5,1-3年,本科,python课程设计,2,8,13,上海
天玑科技,11.5,1-3年,大专,python开发工程师,4,8,15,上海
联影智能,20.0,经验不限,研究生,python后端开发工程师,5,15,25,上海
上海小莫,20.0,3-5年,本科,python工程师,6,15,25,上海
互道信息,22.5,3-5年,本科,高级python工程师,1,15,30,上海
钱咖,21.0,5年以上,本科,python开发工程师,2,17,25,上海
普元智慧,12.5,1-3年,本科,python开发工程师,6,10,15,上海
上海数旦,15.5,1-3年,本科,python开发工程师,3,11,20,上海
Student.com,22.5,5年以上,本科,python开发高级工程师,5,15,30,上海
荣隆教育,22.5,3-5年,本科,人工智能（python）讲师,5,15,30,上海
众言网络,27.5,5年以上,本科,高级python后端开发工程师,4,20,35,上海
千际投资,4.5,1年以内,本科,python,4,4,5,上海
牛咖,37.5,1-3年,本科,python高级开发工程师,4,25,50,上海
若博若博教育,7.5,经验不限,大专,少儿python编程教师,6,5,10,上海
上海拾柴科技,12.5,1-3年,本科,python后端/全栈工程师,1,10,15,上海
上海飓色,21.5,3-5年,本科,python开发工程师,5,18,25,上海
拉卡拉,30.0,3-5年,研究生,python开发工程师,6,25,35,上海
微传,16.0,3-5年,本科,python高级软件工程师,2,12,20,上海
DataXgroup,25.0,5年以上,本科,资深python工程师,3,20,30,上海
源杉科技,22.5,5年以上,本科,python数据后端工程师,1,15,30,上海
第一弹,20.0,3-5年,本科,python 后端开发,4,15,25,上海
上海久链,17.5,3-5年,本科,python后端开发,6,13,22,上海
担路网,8.5,经验不限,学历不限,python工程师,5,6,11,上海
牛咖,37.5,3-5年,本科,python高级开发工程师,3,25,50,上海
千寻位置,23.0,3-5年,本科,python开发工程师,4,16,30,上海
桑田智能,20.0,3-5年,本科,中级python运维工程师,4,18,22,上海
上海同梁智能科技,6.5,经验不限,本科,python爬虫工程师,1,5,8,上海
善挚,26.5,3-5年,本科,高级 python 工程师,4,18,35,上海
上海小莫,25.0,5年以上,本科,python工程师（服务器）,3,20,30,上海
钱咖,30.0,5年以上,本科,高级python开发,2,25,35,上海
源杉科技,22.5,5年以上,本科,python后端工程师,2,15,30,上海
拉卡拉,22.5,3-5年,本科,python开发工程师,4,15,30,上海
自兴信息,45.0,5年以上,大专,python（兼职讲师）开发,6,30,60,上海
赛舵智能,30.0,经验不限,本科,python/go后端工程师,2,20,40,上海
担路网,9.5,经验不限,本科,python后端工程师,5,7,12,上海
墨果文化,17.5,3-5年,本科,python研发工程师,1,15,20,上海
喜科,18.5,3-5年,大专,python software engineer,5,15,22,上海
善挚,16.0,1-3年,本科,python 工程师,1,12,20,上海
玖数软件,8.5,1-3年,本科,python数据分析师,1,8,9,上海
喜宝供应链,15.0,5年以上,大专,python高级开发工程师,3,10,20,上海
量锐科技,18.5,1-3年,本科,python开发工程师,3,16,21,上海
上海数旦,11.5,应届生,本科,python开发工程师,1,9,14,上海
众标科技,10.0,1年以内,本科,python后台开发,5,8,12,上海
上海特临,24.0,5年以上,本科,python高级工程师,4,18,30,上海
天泰网络技术,19.0,3-5年,本科,python开发工程师,6,13,25,上海
360金融,22.5,1-3年,本科,python开发工程师（东南亚业务）,3,15,30,上海
上海数旦,25.0,3-5年,本科,python开发高级工程师,3,20,30,上海
小码教育,13.5,经验不限,本科,少儿编程讲师（python方向）,6,12,15,上海
犀语科技,30.5,5年以上,本科,python开发经理,6,26,35,上海
傲梦网络科技,10.5,1年以内,本科,python课程设计,3,8,13,上海
云深网络,11.5,1-3年,本科,python开发工程师,2,9,14,上海
点就通,10.5,3-5年,本科,python 开发,2,7,14,上海
弈知数据,15.5,3-5年,本科,python开发工程师,4,11,20,上海
S先生,27.5,1-3年,本科,python高级工程师sh,6,20,35,上海
意赋教育科技,12.0,经验不限,本科,python开发工程师,4,9,15,上海
天纳能源,8.0,3-5年,本科,python,1,6,10,上海
光际科技,9.5,经验不限,本科,python web开发工程师,5,7,12,上海
贯信,22.5,1-3年,本科,python数据算法工程师,1,20,25,上海
领鸟云,14.0,1-3年,本科,高级python开发工程师,4,11,17,上海
恺亲教育,11.0,1-3年,本科,python后端工程师,6,10,12,上海
领鸟云,14.0,经验不限,本科,数据挖掘工程师（python）,4,11,17,上海
财联社,12.5,1-3年,本科,python开发工程师,6,10,15,上海
中软国际,16.0,3-5年,本科,python开发工程师-车联网,2,12,20,上海
Softlinker,17.5,5年以上,大专,高级python开发工程师（驻场）,1,12,23,上海
沐瞳科技,17.0,3-5年,本科,python数据开发 (mj000126),5,14,20,上海
上海软科,12.5,1-3年,本科,python数据分析师,4,10,15,上海
亿可能源,32.5,5年以上,本科,高级python工程师,3,25,40,上海
言通网络科技,10.5,3-5年,本科,python高级开发工程师,1,8,13,上海
通联数据,11.5,应届生,本科,2020届python开发工程师,5,9,14,上海
傲梦网络科技,8.0,1年以内,本科,python 课程研发员,1,6,10,上海
上海数旦,5.5,经验不限,本科,python开发实习生,1,5,6,上海
掘新科技,27.5,5年以上,大专,安全开发经理-python&golang,6,20,35,上海
汇智软件,17.5,3-5年,本科,python软件开发工程师,6,15,20,上海
上海益者,16.5,3-5年,本科,python前端开发工程师,1,11,22,上海
学之途,22.5,3-5年,本科,python开发高级工程师,2,15,30,上海
合墨数据,7.5,经验不限,本科,python开发工程师,4,7,8,上海
壹沓科技,20.0,3-5年,本科,python高级开发工程师,2,15,25,上海
璈邦,25.0,3-5年,大专,高级python开发工程师,2,20,30,上海
Hileap,10.0,应届生,本科,python开发工程师（应届生）-大数据方向,3,8,12,上海
Learning Tribes,25.5,5年以上,本科,python开发工程师,3,23,28,上海
华为成都,26.0,3-5年,本科,上海c++_急招java python c++开发工程师,6,22,30,上海
微仓网络,30.0,5年以上,本科,python,6,20,40,上海
犀语科技,33.0,5年以上,本科,python开发项目经理,3,26,40,上海
千际投资,7.5,1-3年,本科,python开发工程师,1,5,10,上海
点内科技,27.5,3-5年,本科,高级python开发工程师,5,20,35,上海
亿可能源,22.5,5年以上,本科,python开发工程师,2,15,30,上海
智品行空,17.5,3-5年,本科,python开发工程师（游戏服务器）,2,15,20,上海
喜科,15.5,3-5年,大专,python开发工程师,6,13,18,上海
上海数旦,20.0,3-5年,本科,python服务端高级开发工程师,6,15,25,上海
上海乐宣信息科技...,17.0,3-5年,本科,python后端开发工程师,6,14,20,上海
树融科技,20.0,1-3年,本科,软件开发（模块开发与集成）- python,6,15,25,上海
上海数旦,4.5,经验不限,本科,python网络爬虫开发实习生,3,4,5,上海
牛咖,37.5,3-5年,本科,python高级开发工程师,2,25,50,上海
控福智能,12.5,3-5年,本科,python开发工程师,6,10,15,上海
智品行空,17.5,3-5年,本科,python、golang (go语言）开发工程师,5,15,20,上海
上海展湾信息科技,26.5,5年以上,本科,资深python工程师,3,18,35,上海
博冀信息,17.0,3-5年,本科,高级python，golang开发,3,12,22,上海
日晓企业管理咨询,10.5,3-5年,大专,python讲师(兼职),6,7,14,上海
炫踪,16.5,经验不限,学历不限,python开发工程师,4,15,18,上海
中国电信云,20.0,3-5年,本科,python开发工程师,4,15,25,上海
犀语科技,23.0,经验不限,本科,高级python工程师,5,16,30,上海
数行科技,21.5,3-5年,本科,python技术经理,4,18,25,上海
微仓网络,15.0,3-5年,本科,java/python高级软件开发工程师,2,10,20,上海
现金巴士,22.5,1-3年,研究生,python工程师,4,15,30,上海
数行科技,17.5,3-5年,本科,python中级工程师,3,15,20,上海
犀语科技,30.0,3-5年,本科,python开发组长,1,20,40,上海
上海译会信息科技...,10.5,经验不限,本科,python开发工程师,1,8,13,上海
Dell,27.5,5年以上,研究生,资深软件工程师-c++/python,3,20,35,上海
有个机器人,30.0,3-5年,本科,高级研发工程师（python或go),1,20,40,上海
犀语科技,18.0,经验不限,本科,nlp算法培训生(python),6,12,24,上海
Dell,32.5,5年以上,研究生,资深软件开发工程师 - c++/python,1,25,40,上海
上海源石数据,22.5,3-5年,大专,python研发工程师,1,15,30,上海
Each+,18.5,3-5年,本科,python研发工程师,1,15,22,上海
通贸国际,17.5,3-5年,本科,软件开发工程师(python 方向),4,15,20,上海
略晓,19.5,1-3年,本科,python后台开发,3,13,26,上海
桥之队,5.5,1年以内,大专,python数据分析,2,5,6,上海
叮诺科技,20.0,3-5年,本科,高级python开发工程师(后端),5,15,25,上海
叮诺科技,20.0,1-3年,本科,python数据开发工程师,3,15,25,上海
叮诺科技,20.0,1-3年,本科,python开发工程师（后端）,5,15,25,上海
桥之队,7.0,1-3年,大专,python开发工程师（金融交易系统开发）,2,6,8,上海
微芒教育科技,30.0,3-5年,本科,python全栈工程师,3,20,40,上海
文思海辉·金融,14.5,3-5年,本科,python自动化开发测试工程师,2,11,18,上海
复星集团,12.5,3-5年,本科,python后端开发工程师,5,10,15,上海
大查柜,9.0,1-3年,大专,python 工程师,5,8,10,上海
小红书,30.0,经验不限,本科,java/python高级软件工程师,3,20,40,上海
诺贝尔曼,8.0,应届生,研究生,python,2,6,10,上海
齐家网,25.0,3-5年,本科,python开发工程师,6,20,30,上海
亿可能源,16.0,1年以内,本科,python 后端开发工程师,5,12,20,上海
小红书,30.0,1-3年,本科,python开发工程师,2,20,40,上海
荷瑞会展,7.5,1-3年,本科,高级python工程师,6,6,9,上海
冷水河,12.0,1-3年,本科,python开发工程师,1,11,13,上海
上海贝法瑞,10.5,1-3年,本科,python工程师,1,7,14,上海
上海十维,22.5,经验不限,本科,python工程师,3,15,30,上海
上海十维,30.0,经验不限,本科,python高级研发工程师,5,20,40,上海
拍拍贷,15.0,3-5年,本科,风控研发工程师（python）,6,10,20,上海
语酷网络,30.0,3-5年,本科,python,1,20,40,上海
物融智能,30.0,经验不限,本科,python开发工程师,5,20,40,上海
乐鑫,22.5,3-5年,本科,python 开发工程师,6,15,30,上海
神州视创,15.0,1年以内,大专,python培训讲师,2,10,20,上海
语酷网络,22.5,3-5年,学历不限,后端开发工程师-python,1,15,30,上海
一览群智,20.0,1-3年,本科,python开发工程师,2,15,25,上海
慧宏友科,11.5,1-3年,本科,python爬虫工程师,4,9,14,上海
烨云信息,16.0,3-5年,本科,高级python开发工程师,3,12,20,上海
匹尔斯信息科技,12.0,经验不限,本科,python 后台开发工程师,3,11,13,上海
磐哲HCM,19.0,5年以上,本科,python爬虫工程师,5,16,22,上海
现金巴士,22.5,1-3年,研究生,python工程师,1,15,30,上海
曼基朗,40.0,3-5年,本科,高级平台工程师（全栈python）,4,30,50,上海
添路电子,6.5,1年以内,大专,python实习工程师,3,5,8,上海
视岳计算机,10.5,1-3年,本科,python开发工程师,6,8,13,上海
携程旅行网,15.5,3-5年,本科,python开发工程师,1,15,16,上海
携程旅行网,15.0,1-3年,本科,python/前端开发工程师,6,10,20,上海
携程旅行网,4.5,应届生,本科,python开发工程师（2019届实习生）,1,4,5,上海
熠科网络,12.5,3-5年,大专,java python工程师,2,10,15,上海
睿翎法律,12.5,1-3年,本科,python高级爬虫工程师,5,10,15,上海
宽策略,7.5,1年以内,本科,python,1,5,10,上海
上海刻契,3.5,经验不限,学历不限,python实习,2,3,4,上海
微钉科技,14.5,3-5年,本科,安全开发工程师-python,5,12,17,上海
深兰科技,16.0,5年以上,本科,python全栈工程师,4,12,20,上海
上海刻契,9.5,经验不限,学历不限,python工程师,3,9,10,上海
宽策略,6.0,1年以内,本科,python量化实习生,1,4,8,上海
宽策略,7.5,1年以内,本科,金融工程研究员(python),3,5,10,上海
上海念露,7.5,经验不限,学历不限,python程序员,2,5,10,上海
盛穰信息,4.0,经验不限,本科,python爬虫 工程师(兼职),4,3,5,上海
克桑物资,25.0,5年以上,本科,python开发工程师,3,20,30,上海
水滴管家,27.5,3-5年,本科,python,3,20,35,上海
中派科技,15.0,1-3年,本科,python软件工程师,1,12,18,上海
平安科技,22.5,3-5年,本科,python开发工程师,4,15,30,上海
量锐科技,15.0,1-3年,本科,python开发工程师,3,12,18,上海
新达达,22.5,3-5年,本科,python工程师,1,15,30,上海
思满科技,15.0,经验不限,本科,python工程师,3,12,18,上海
力扣（LeetCode）,30.0,3-5年,本科,高级后端工程师 python,4,20,40,上海
恒润科技,16.5,经验不限,本科,python数据分析工程师,2,11,22,上海
力扣（LeetCode）,17.0,1-3年,本科,后端开发工程师 python,5,14,20,上海
牛咖,22.5,3-5年,本科,python后端工程师(数据),5,15,30,上海
北风网,12.5,1-3年,本科,python讲师,2,10,15,上海
华为技术有限公司,22.5,1-3年,本科,5g软件测试/python自动化测试工程师,6,15,30,上海
合合信息,19.0,经验不限,本科,python,1,13,25,上海
博世猫网络科技,37.5,3-5年,本科,高级python开发工程师,1,25,50,上海
同余科技,12.5,1-3年,本科,python数据开发,6,10,15,上海
同余科技,12.5,1-3年,本科,python开发工程师,5,10,15,上海
至慧学堂,11.5,经验不限,本科,青少儿编程教研（noip/c++/java/python）,3,8,15,上海
九雅堂食品有限公司,12.5,3-5年,本科,python,6,10,15,上海
上海欧锐信息咨询,10.5,3-5年,学历不限,python全栈开发工程师,2,8,13,上海
锦江电商,16.5,1-3年,本科,python开发工程师,2,11,22,上海
链极科技,22.5,3-5年,本科,python开发工程师,1,15,30,上海
传音控股,20.0,3-5年,本科,资深python工程师,6,15,25,上海
小派VR,16.0,1-3年,本科,python开发工程师,4,12,20,上海
上海璞璠,3.5,应届生,本科,python实习生,4,3,4,上海
体素科技,20.0,3-5年,本科,python 后端工程师,3,15,25,上海
加雷科技,3.0,应届生,本科,python后端开发实习生,5,2,4,上海
创业伞,12.5,1-3年,本科,数据开发工程师（python爬虫）,6,10,15,上海
爱回收,20.0,3-5年,本科,python开发工程师,4,15,25,上海
旭冉信息,18.0,经验不限,大专,python爬虫工程师,1,12,24,上海
牛咖,25.0,3-5年,本科,python后端高级工程师,6,20,30,上海
金车CRM,14.0,3-5年,学历不限,python高级爬虫工程师,3,10,18,上海
金车CRM,17.5,3-5年,本科,资深 python 工程师,4,15,20,上海
上海美浮特,12.0,1-3年,本科,python工程师,2,9,15,上海
尧胜,24.0,5年以上,大专,高级 python 开发工程师,6,16,32,上海
哈啰出行,30.0,5年以上,本科,数据分析专家,5,20,40,上海
家乐福,5.0,1年以内,大专,数据分析,2,4,6,上海
掌门1对1,15.5,1-3年,本科,数据分析,5,11,20,上海
携程旅行网,20.0,3-5年,本科,数据分析师,5,15,25,上海
平安科技,21.5,1-3年,本科,数据分析师,1,15,28,上海
携程旅行网,25.0,5年以上,本科,数据分析经理,5,20,30,上海
拼多多,22.5,1-3年,本科,数据分析师,6,15,30,上海
平安普惠金融,6.5,1年以内,本科,数据分析师,2,5,8,上海
房多多,16.0,1-3年,本科,数据分析师,4,12,20,上海
联想云领,10.5,1-3年,大专,数据分析师,3,8,13,上海
拼多多,30.0,1-3年,本科,数据分析师,5,20,40,上海
爱库存,37.5,5年以上,本科,数据分析专家,5,30,45,上海
众和众,12.5,应届生,本科,数据分析,3,12,13,上海
携程旅行网,20.0,3-5年,本科,高级数据分析师,2,15,25,上海
AMT,8.0,1-3年,大专,数据分析,1,6,10,上海
奕尚网络,7.0,1-3年,本科,数据分析,6,6,8,上海
杭州数空科技有限公司,12.5,1-3年,本科,数据分析工程师,3,10,15,上海
博世猫,41.5,3-5年,研究生,数据分析经理,6,28,55,上海
平安普惠金融,7.0,经验不限,大专,数据分析师,2,6,8,上海
轻轻家教,10.5,1-3年,本科,数据分析师,3,8,13,上海
拼多多,30.0,3-5年,本科,数据分析师,2,20,40,上海
达达-京东到家,30.0,5年以上,本科,数据分析专家,4,20,40,上海
阿里巴巴集团,55.0,5年以上,本科,数据分析专家/leader,3,40,70,上海
平安医疗,22.5,5年以上,本科,数据分析专家,5,15,30,上海
泰美医疗,6.5,1-3年,大专,数据分析,4,6,7,上海
Hypers,22.5,3-5年,本科,数据分析师,5,15,30,上海
徙木金融,21.5,5年以上,本科,数据分析经理,6,18,25,上海
京东集团,20.0,3-5年,本科,数据分析师,5,15,25,上海
B站,22.5,3-5年,本科,高级数据分析师,4,15,30,上海
掌门1对1,20.0,经验不限,本科,数据分析师,4,15,25,上海
红星美凯龙住建集采,2.5,经验不限,本科,数据分析助理（实习）,4,2,3,上海
春秋航空,12.5,1-3年,本科,高级数据分析师,4,10,15,上海
众安,30.0,5年以上,本科,数据分析师,6,25,35,上海
拼多多,22.5,1-3年,本科,数据分析师,5,15,30,上海
danson,12.5,3-5年,本科,数据分析,3,10,15,上海
仁辉科技,16.5,1-3年,本科,数据分析工程师,4,13,20,上海
叮咚买菜,37.5,3-5年,本科,数据分析师（资深/专家）,1,25,50,上海
哈啰出行,34.0,5年以上,本科,数据分析专家(j10477),3,28,40,上海
上海小牛互娱,25.0,5年以上,本科,数据分析师,6,20,30,上海
米哈游,30.0,3-5年,本科,游戏数据分析,5,20,40,上海
任意门科技,30.0,3-5年,本科,数据分析师,6,20,40,上海
携程旅行网,20.0,1-3年,本科,数据分析师,5,15,25,上海
微创医疗,20.0,3-5年,本科,数据分析师,2,15,25,上海
饿了么,30.0,5年以上,本科,数据分析专家（经营规划）,1,20,40,上海
数据科技,12.5,1-3年,本科,广告数据分析师,4,10,15,上海
Avazu,17.0,1-3年,本科,资深数据分析工程师,5,14,20,上海
卫宁健康,22.5,1-3年,本科,临床数据分析专员,1,15,30,上海
英语流利说,25.0,3-5年,本科,数据分析师,4,20,30,上海
中亦科技,17.5,3-5年,本科,数据分析师,6,15,20,上海
明川,15.0,3-5年,大专,数据分析,4,12,18,上海
聪盛网络,10.5,1年以内,本科,数据分析师,1,8,13,上海
携程旅行网,12.5,1-3年,本科,数据分析师,4,10,15,上海
斗牛DoNew,14.0,1-3年,本科,数据分析师,6,12,16,上海
翡眯乐,11.0,1-3年,大专,数据分析师,2,10,12,上海
圆通速递,15.0,1-3年,本科,数据分析工程师,5,10,20,上海
拼多多,45.0,3-5年,本科,数据分析,4,30,60,上海
平安医疗,37.5,5年以上,研究生,数据分析师,1,25,50,上海
携程旅行网,8.0,应届生,本科,质检数据分析师,3,7,9,上海
信用生活,45.0,5年以上,本科,数据分析专家,4,30,60,上海
饿了么,30.0,3-5年,本科,数据分析专家（数据产品）,6,20,40,上海
同程艺龙,35.0,3-5年,本科,资深数据分析师,4,25,45,上海
携程旅行网,25.0,5年以上,本科,高级数据分析师,2,20,30,上海
携程旅行网,20.0,3-5年,本科,高级数据分析师,6,15,25,上海
上海识装信息科技...,27.5,3-5年,本科,资深数据分析师,5,20,35,上海
OYO,37.5,5年以上,研究生,数据分析师,5,25,50,上海
国双科技,15.0,3-5年,本科,高级数据分析师,4,10,20,上海
Hypers,27.5,3-5年,本科,数据分析师,4,20,35,上海
中通快递,22.5,3-5年,本科,数据分析师,4,15,30,上海
金服银行科技中心,45.0,5年以上,本科,数据分析师大数据,5,30,60,上海
药明康德,17.5,5年以上,本科,数据分析经理,1,17,18,上海
凯诘电子商务,8.0,1年以内,本科,数据分析师,5,6,10,上海
千图网,22.5,1-3年,本科,数据分析师,1,15,30,上海
视互力,15.0,5年以上,本科,数据分析师,4,12,18,上海
网易游戏,22.5,3-5年,本科,资深游戏数据分析师,3,15,30,上海
饿了么,30.0,3-5年,本科,数据分析师,6,20,40,上海
360金融,17.5,应届生,本科,bi数据分析专员,6,15,20,上海
企册资产,12.5,3-5年,本科,数据分析师,5,10,15,上海
集享卡,19.5,3-5年,本科,数据分析师,6,17,22,上海
携程旅行网,22.5,1-3年,本科,数据分析师,5,15,30,上海
杭州数空科技有限公司,12.5,1-3年,本科,数据分析师,1,10,15,上海
上海市行知进修学院,11.5,3-5年,本科,数据分析主管,2,10,13,上海
河姆渡,23.0,5年以上,本科,高级数据分析师,2,16,30,上海
数策股份,9.5,1-3年,本科,数据分析师,1,7,12,上海
千寻位置,22.5,5年以上,本科,数据分析师,5,15,30,上海
ZRobot,20.0,1-3年,本科,数据分析师,2,15,25,上海
凯淳实业,11.5,1-3年,本科,数据分析师,4,9,14,上海
拼多多,40.0,5年以上,研究生,资深/专家数据分析师,3,30,50,上海
阿里巴巴集团,40.0,5年以上,本科,高级数据分析师,2,30,50,上海
上海寓川电子商务...,9.0,1-3年,本科,商品数据分析,1,8,10,上海
项水,26.5,3-5年,本科,资深数据分析/bi,4,18,35,上海
兴融联科技,14.5,1-3年,本科,数据分析,6,11,18,上海
上海鲲驰,20.0,3-5年,本科,数据分析师（数据银行）,5,15,25,上海
百度,19.0,1-3年,本科,数据分析师,6,13,25,上海
齐家网,21.0,5年以上,本科,数据分析师,6,14,28,上海
瑞尼尔,12.5,1-3年,本科,数据分析师,1,10,15,上海
舞泡,37.5,3-5年,本科,数据分析师,6,25,50,上海
卉元投资,15.5,1年以内,研究生,量化数据分析员,3,11,20,上海
怪兽充电,10.5,1-3年,本科,数据分析师,6,8,13,上海
壹米滴答,16.5,3-5年,本科,数据分析高级经理,4,14,19,上海
鱼泡泡,24.0,3-5年,本科,高级数据分析师,6,20,28,上海
哈步数据,12.5,1-3年,本科,数据分析师,4,10,15,上海
哈啰出行,25.5,5年以上,本科,数据分析高级专家(j10328),5,25,26,上海
维信金科,8.0,1-3年,本科,客服部-数据分析专员,6,7,9,上海
彩虹无线,25.0,5年以上,本科,数据分析,4,20,30,上海
微盟,7.0,经验不限,大专,业务数据分析师（渠道中心）,6,6,8,上海
garena,24.0,5年以上,本科,游戏数据分析,6,18,30,上海
平安好医生,24.0,3-5年,本科,数据分析工程师,1,20,28,上海
泽学教育科技金融,20.0,1-3年,本科,数据分析师,2,15,25,上海
添锡科技,6.5,1年以内,本科,数据分析助理,6,5,8,上海
上海久链,12.5,3-5年,本科,区块链数据分析,3,10,15,上海
云路供应链,27.5,5年以上,大专,数据分析高级经理（上海）,6,20,35,上海
科升无线,18.0,5年以上,本科,数据分析师,3,16,20,上海
怪兽充电,8.5,1-3年,本科,数据分析师,2,7,10,上海
构力,10.5,经验不限,本科,数据分析师,6,8,13,上海
携程旅行网,20.0,3-5年,本科,数据分析师（市场策略研究方向）,2,15,25,上海
再惠,12.5,经验不限,本科,数据分析师,6,10,15,上海
携程旅行网,9.5,经验不限,本科,数据分析师,4,7,12,上海
上海鼎数,9.5,1年以内,本科,数据分析师,5,7,12,上海
平安医疗,16.0,1-3年,研究生,数据分析师,4,12,20,上海
妙克信息科技,22.5,3-5年,本科,高级数据分析师,1,15,30,上海
Oriente,40.0,5年以上,本科,高级数据分析师,2,30,50,上海
博斯腾科技,8.5,经验不限,学历不限,数据分析师,6,6,11,上海
